,Date,Open,High,Low,Close,Adj Close,Volume,datetime,adj,Adj Open,Adj High,Adj Low,movement,20_Day_moving_av,20_Day_stddev,126_Day_moving_av,momentum_factor,daily_spread,vol_change,Target-future_week_gain,Bollinger_upper,Bollinger_lower,_bollinger_linear_metric,_bollinger_buy_flag,_bollinger_sell_flag,Exp_mav_sh,Exp_mav_med,Exp_mav_lon,Exp_mav-signal,CMFV,CMFV-rolling,CMFV-signal,MACD,MACD-signal,_MACD_range,MACD_finta,MACD-signal_finta,rel_strength_ind,awesome_oscil,DEMA,TEMA,TRIX,TRIX-signal,TRIMA,VAMA,kaufman_eff,Kaufman_AMA,ZLEMA,WMA,HMA,EVWMA,PPO,PPO_signal,PPO_histo
0,2011-06-03,3.82332,3.82332,3.82332,3.82332,2.987282,0,2011-06-03,-0.8360379999999998,2.987282,2.987282,2.987282,-0.08256898202717453,,,,,0.0,,0.04750070465392951,,,,False,False,2.987282,2.987282,2.987282,0.0,,,,,,,MACD,SIGNAL,,,2.987282,2.987282,,,,,,,,,,0.0,PPO,SIGNAL,HISTO
1,2011-06-06,4.15787,4.32036,4.13875,4.16742,3.256138,5518666,2011-06-06,-0.9112819999999999,3.246588,3.409078,3.227468,0.025881942249957324,,,,,0.05577466311317274,,-0.029814461180699223,,,,False,False,3.1553169999999997,3.136646444444444,3.131312,2.0,-3776249.2363856635,,,,,,MACD,SIGNAL,100.0,,3.203030641975308,3.2325347297668032,1.285588508929925,1.0,,,,,,,,0.0,PPO,SIGNAL,HISTO
2,2011-06-07,4.14831,4.22477,3.99537,4.06228,3.173989,3688378,2011-06-07,-0.8882910000000002,3.2600190000000002,3.336479,3.1070789999999997,0.011904424116310233,,,,,0.07227498267952424,,-0.01176437599500199,,,,False,False,3.1648435306122447,3.1519507704918026,3.1476147589134125,2.0,-1536770.5721011227,,,,,,MACD,SIGNAL,75.2414851070371,,3.2001603909641965,3.2068466595935234,0.7940036022006596,0.7842121001167639,,,,,,,,0.0,PPO,SIGNAL,HISTO
3,2011-06-08,4.11007,4.18654,3.9667,4.01449,3.136649,7788002,2011-06-08,-0.8778410000000005,3.232229,3.3086989999999994,3.0888589999999994,-0.002375546973746021,,,,,0.07008753609345517,,-0.04047567961859924,,,,False,False,3.151886485294117,3.146767243902439,3.144260023930384,2.0,-4402006.588973768,,,,,,MACD,SIGNAL,67.10835199650629,,3.1752181027302417,3.1665739610074106,0.5303161576837758,0.6507942628486068,,,,,,,,0.0,PPO,SIGNAL,HISTO
4,2011-06-09,3.9667,4.04317,3.9667,4.02405,3.144118,4845113,2011-06-09,-0.8799319999999997,3.086768,3.163238,3.086768,0.004773774599096357,,,,,0.02432160625014711,,-0.04750680477005006,,,,False,False,3.1485170867453154,3.1459791537363158,3.144222970104256,2.0,2422239.701713088,,,,,,MACD,SIGNAL,67.85680139231758,,3.1654128741288146,3.1530054255265263,0.38386526695386636,0.5739018619241332,,,,,,,,0.0,PPO,SIGNAL,HISTO
5,2011-06-10,4.01449,4.09096,3.99537,4.00493,3.12918,8402789,2011-06-10,-0.87575,3.1387400000000003,3.21521,3.11962,-0.009457882697943664,,,,,0.03054793907669104,,-0.05011856141225491,,,,False,False,3.1404037145542425,3.1414256490588945,3.1407422950143635,-1.0,-6722055.391045088,,,,,,MACD,SIGNAL,64.68646806454248,,3.1522724989911968,3.1369688076562037,0.28851413440177665,0.519169756534862,,,,,,,,0.0,PPO,SIGNAL,HISTO
6,2011-06-14,3.89979,4.04317,3.89979,4.04317,3.1590580000000004,4865694,2011-06-14,-0.8841119999999996,3.0156780000000003,3.1590580000000004,3.0156780000000003,0.007144248527648636,,,,,0.04538694762805876,,-0.047282132838333525,,,,False,False,3.1480803246859277,3.1458879266937685,3.144601802393391,2.0,4865694.0,,,,,,MACD,SIGNAL,67.91535293184867,,3.157322722484052,3.1463311396069047,0.2301284969453084,0.4922869882076345,,,,,,,,0.0,PPO,SIGNAL,HISTO
7,2011-06-15,4.01449,4.06228,3.95714,4.01449,3.136649,3324846,2011-06-15,-0.8778410000000005,3.136649,3.184439,3.0792989999999993,0.042183067962790755,,,,,0.03351984873028524,,-0.011904424116310092,,,,False,False,3.14342968187073,3.1436676388712006,3.143046351351592,3.0,302316.22370174417,,,,,,MACD,SIGNAL,63.2445639914314,,3.1506677272954136,3.1389486646890945,0.18707986005231086,0.47181699891497286,,,,,,,,0.0,PPO,SIGNAL,HISTO
8,2011-06-16,3.91891,3.98582,3.852,3.852,3.009691,4675926,2011-06-16,-0.8423089999999998,3.076601,3.143511,3.009691,0.004988728612161804,,,,,0.04446303623860391,,0.034740111194139126,,,,False,False,3.089389609703317,3.1127183706304207,3.1184925312779237,-1.0,-4675926.0,,,,,,MACD,SIGNAL,44.5506995771968,,3.0943015701639744,3.0657442076952033,0.1376897935357741,0.41186242951077284,,,,,,3.1190579555555553,,0.0,PPO,SIGNAL,HISTO
9,2011-06-17,3.852,3.89023,3.75642,3.83288,2.994751,5059457,2011-06-17,-0.8381289999999999,3.013871,3.052101,2.918291,0.00753646104933803,,,,,0.044681511083893115,,0.022445605661372228,,,,False,False,3.0513038759539928,3.08628683161274,3.0968100883258107,-1.0,722563.5099768314,,,,,,MACD,SIGNAL,42.9421484723075,,3.0514871236155914,3.016616082875094,0.09031716406366289,0.324944343053121,,,,,,3.0928358444444446,,0.0,PPO,SIGNAL,HISTO
